"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Empleados en la industria, mujeres (% del empleo femenino)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"","AFE","Empleados en la industria, mujeres (% del empleo femenino)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0689308245322","6.04644719879518","5.99670774193563","5.9359866696144","5.85732324717909","5.77549546256207","5.71095571458456","5.61611579323644","5.50922842324729","5.32517343930237","5.16733218155219","5.00704969619896","4.97279723095339","4.84624007940028","4.74403372822684","4.77188145181017","4.77111060908983","4.86357300754934","4.9048150386367","4.92537921240835","5.00952719842282","5.0768191364136","5.06068362273345","5.06166746801633","5.08004622328648","5.1167269006945","5.15607964685617","5.1142727216604","5.14200872782101","","",
"Afganistán","AFG","Empleados en la industria, mujeres (% del empleo femenino)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.5600004196167","14.3999996185303","13.9099998474121","14.0500001907349","13.789999961853","13.3500003814697","12.9300003051758","12.5","12.0100002288818","11.3900003433228","10.5900001525879","11.4300003051758","11.5200004577637","11.0699996948242","11.5299997329712","11.8000001907349","12.6899995803833","12.9200000762939","14.8100004196167","16.4400005340576","17.2999992370605","18.9799995422363","20.1100006103516","21.0900001525879","21.8799991607666","22.9400005340576","24.2800006866455","24.5100002288818","25.0200004577637","","",
"","AFW","Empleados en la industria, mujeres (% del empleo femenino)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3463979749606","11.2841853508154","11.3008838614233","11.3403165544905","11.3036827266766","11.2402519211036","11.2045762713932","11.1181395792454","11.0620154387393","10.9337596394858","10.9022495807531","10.7310716790066","10.6816401481119","10.5369548594898","10.6295585076765","10.7204356834163","10.7674372636176","10.7618979271871","10.7739235715942","10.7014116104309","10.6635309268529","11.0454735854775","11.4400984807791","11.9502807630136","12.3030394926745","12.271533330655","12.4275897008726","12.366887947615","12.4256975699424","","",
"Angola","AGO","Empleados en la industria, mujeres (% del empleo femenino)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.01999998092651","1.94000005722046","1.9099999666214","1.85000002384186","1.82000005245209","1.78999996185303","1.79999995231628","1.8400000333786","1.76999998092651","1.76999998092651","1.83000004291534","1.78999996185303","1.83000004291534","1.8400000333786","1.69000005722046","1.57000005245209","1.46000003814697","1.35000002384186","1.27999997138977","1.1599999666214","1.12000000476837","1.08000004291534","1.04999995231628","1.01999998092651","1.00999999046326","1","0.970000028610229","0.939999997615814","0.920000016689301","","",
"Albania","ALB","Empleados en la industria, mujeres (% del empleo femenino)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.76999998092651","6.84999990463257","6.90999984741211","6.98999977111816","7.09999990463257","6.71999979019165","6.44999980926514","6.48999977111816","6.51999998092651","6.61999988555908","6.78999996185303","7.03000020980835","7.28999996185303","7.48000001907349","7.76999998092651","8.1899995803833","8.42000007629395","8.85000038146973","10.2600002288818","10.6400003433228","11.4200000762939","10.5600004196167","10.2399997711182","11.75","14.039999961853","14.8400001525879","15.1700000762939","15.6599998474121","16.3099994659424","","",
"Andorra","AND","Empleados en la industria, mujeres (% del empleo femenino)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"El mundo árabe","ARB","Empleados en la industria, mujeres (% del empleo femenino)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.270266927828","13.5160563078152","13.0321539343718","12.6354278649053","12.8635333376134","12.6921408413571","12.5745778764961","12.8742133006435","13.2798099350816","12.1205968829295","12.9722101682841","13.0263389226412","11.9052528051227","11.6390197941737","11.2178850798185","11.214048143176","10.9407413786479","10.8304560841094","10.5289211787728","10.6241571169769","10.2287172438155","10.3689833193684","10.2978260603388","10.1676126435833","10.3010304061829","10.4067482490851","10.5367479789831","10.8590697533164","10.64551683987","","",
"Emiratos Árabes Unidos","ARE","Empleados en la industria, mujeres (% del empleo femenino)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3800001144409","14.2299995422363","14.0799999237061","13.9499998092651","13.7799997329712","13.7399997711182","13.789999961853","13.75","13.6700000762939","13.6599998474121","12.7200002670288","11.8299999237061","11.0500001907349","10.3199996948242","9.59000015258789","9.01000022888184","8.42000007629395","7.90999984741211","7.42999982833862","7","6.69000005722046","6.42999982833862","6.26000022888184","6.1399998664856","6.05000019073486","5.90000009536743","5.69000005722046","5.53000020980835","5.42000007629395","","",
"Argentina","ARG","Empleados en la industria, mujeres (% del empleo femenino)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","19.1100006103516","16.3099994659424","14.6199998855591","15.1000003814697","12.5600004196167","11.6899995803833","10.8000001907349","10.8599996566772","10.3500003814697","10.460000038147","9.4399995803833","11.2299995422363","10.8599996566772","10.6800003051758","10.6800003051758","10.4799995422363","10.2399997711182","9.6899995803833","9.4399995803833","10.0200004577637","9.52999973297119","8.98999977111816","8.39000034332275","8.65999984741211","8.88000011444092","9.17000007629395","9.14000034332275","9.19999980926514","","",
"Armenia","ARM","Empleados en la industria, mujeres (% del empleo femenino)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6499996185303","10.5500001907349","10.2799997329712","10.0299997329712","9.68000030517578","9.36999988555908","9.13000011444092","8.94999980926514","8.78999996185303","8.63000011444092","8.43000030517578","8.27000045776367","8.1899995803833","8.05000019073486","7.86999988555908","7.76000022888184","7.88000011444092","6.53999996185303","5.38000011444092","5.82000017166138","6.38000011444092","7.51000022888184","6.5","8.0600004196167","7.53000020980835","7.8600001335144","8.80000019073486","10.9099998474121","11.3999996185303","","",
"Samoa Americana","ASM","Empleados en la industria, mujeres (% del empleo femenino)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua y Barbuda","ATG","Empleados en la industria, mujeres (% del empleo femenino)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
