"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Empleados en agricultura, mujeres (% del empleo femenino)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"","AFE","Empleados en agricultura, mujeres (% del empleo femenino)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.2939347586589","71.2218217340561","71.012803255853","70.8630193593649","70.645703493906","70.4210945623616","70.1888502658014","70.1052612447901","69.9935295382608","70.439442892474","70.6399950270647","71.1279904444893","71.1296044817679","70.9169309501833","71.0330115127036","70.3906862469259","69.7675553736191","68.7769925251762","68.2578435391893","67.9400375490629","67.1393573128495","66.1553816435867","65.5754659706383","64.8605428231267","64.1950640738583","63.6762778835196","63.0431135324665","62.5377877214829","61.9913198138061","","",
"Afganistán","AFG","Empleados en agricultura, mujeres (% del empleo femenino)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.379997253418","76.4100036621094","76.7600021362305","76.3399963378906","76.6500015258789","77.0500030517578","77.4100036621094","77.75","78.1900024414063","78.7900009155273","79.6399993896484","78.7200012207031","78.3899993896484","78.9599990844727","78.0899963378906","77.6399993896484","76.379997253418","76.1600036621094","74.2200012207031","72.9000015258789","72.4100036621094","70.9499969482422","69.9899978637695","69.1800003051758","68.5999984741211","67.5599975585938","66.2200012207031","65.7699966430664","64.9599990844727","","",
"","AFW","Empleados en agricultura, mujeres (% del empleo femenino)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.8708464087767","57.6910923505974","57.4516838092475","57.1419114708614","56.7809240170199","56.3490747822836","55.8789256486878","55.3564208569321","54.8425444566017","54.3607780107431","53.5982454066684","52.8352231760127","52.1861435112108","51.5875681991592","50.6364705518077","49.7437280743306","48.711541841493","47.4778584679112","46.2975148646484","45.0623049485422","43.9467780821853","42.4633763216204","41.1115850469562","39.5344047450519","38.0169590267491","37.3450425854433","36.5049896390664","35.865271254894","35.09507401384","","",
"Angola","AGO","Empleados en agricultura, mujeres (% del empleo femenino)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.75","46.5699996948242","47.0999984741211","47.4599990844727","46.8199996948242","46.2400016784668","45.4700012207031","44.4199981689453","45.2400016784668","44.9300003051758","44.0999984741211","43.9900016784668","43.9799995422363","44.2299995422363","46.0800018310547","47.7799987792969","49.3800010681152","51.1399993896484","52.75","55.4700012207031","58.0099983215332","58.4500007629395","58.4599990844727","58.2000007629395","57.7999992370605","57.5200004577637","57.2000007629395","57.060001373291","56.7799987792969","","",
"Albania","ALB","Empleados en agricultura, mujeres (% del empleo femenino)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.1600036621094","65.0999984741211","64.5699996948242","63.9700012207031","63.2700004577637","64.8399963378906","65.4899978637695","65.0199966430664","64.75","63.9799995422363","63.2000007629395","62.189998626709","61.060001373291","60.3499984741211","59.6599998474121","58.5400009155273","57.7299995422363","56.8899993896484","57.2200012207031","53.0900001525879","54.3699989318848","57","53.1699981689453","49.8800010681152","47.6800003051758","45.2299995422363","42.3899993896484","42.2799987792969","41.6300010681152","","",
"Andorra","AND","Empleados en agricultura, mujeres (% del empleo femenino)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"El mundo árabe","ARB","Empleados en agricultura, mujeres (% del empleo femenino)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.4640854480978","47.374325559104","45.3723702493139","45.760876852379","43.8997227136374","43.1911417256932","42.3631168402421","40.4515759813542","38.9563517668354","41.2667254865105","38.3048237678776","36.4726193139972","38.0028906718018","39.084190993128","38.439073950655","36.9070626679782","37.4913490395311","36.2551612438268","35.6577353381382","33.8784475509578","32.9274604712019","30.707338467982","31.4179626490398","31.0975859003633","29.5098607044177","28.4880921821631","28.0706203350669","24.0422186480474","23.1526125953868","","",
"Emiratos Árabes Unidos","ARE","Empleados en agricultura, mujeres (% del empleo femenino)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0700000002980232","0.0700000002980232","0.0599999986588955","0.0599999986588955","0.0599999986588955","0.0599999986588955","0.0599999986588955","0.0599999986588955","0.0599999986588955","0.0599999986588955","0.0500000007450581","0.0500000007450581","0.0399999991059303","0.0399999991059303","0.0399999991059303","0.0299999993294477","0.0299999993294477","0.0299999993294477","0.0199999995529652","0.0199999995529652","0.0199999995529652","0.0199999995529652","0.0199999995529652","0.00999999977648258","0.00999999977648258","0.00999999977648258","0.00999999977648258","0.00999999977648258","0.00999999977648258","","",
"Argentina","ARG","Empleados en agricultura, mujeres (% del empleo femenino)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.140000000596046","0.319999992847443","0.300000011920929","0.239999994635582","0.370000004768372","0.219999998807907","0.259999990463257","0.230000004172325","0.239999994635582","0.239999994635582","0.300000011920929","0.469999998807907","0.980000019073486","0.970000028610229","0.730000019073486","0.490000009536743","0.419999986886978","0.349999994039536","0.400000005960464","0.379999995231628","0.28999999165535","0.28999999165535","0.230000004172325","0.159999996423721","0.0700000002980232","0.0299999993294477","0.0199999995529652","0.0599999986588955","0.0299999993294477","","",
