"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Empleados de servicios, mujeres (% del empleo femenino)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"","AFE","Empleados de servicios, mujeres (% del empleo femenino)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.637498950575","22.7333958666057","22.991134992216","23.1990041742857","23.4965245804534","23.8072084653728","24.1081201450775","24.2820737767525","24.5002763486625","24.2353897868904","24.1935965779653","23.8669485394","23.8975997281487","24.2405121023013","24.2244784312849","24.8380416789465","25.4631326406125","26.3612534998017","26.8405924852326","27.1367898459181","27.8531141087415","28.7667477955041","29.3654818235974","30.0807783778307","30.7283235622869","31.2067867071233","31.8027311068867","32.3503674038757","32.8680274068299","","",
"Afganistán","AFG","Empleados de servicios, mujeres (% del empleo femenino)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.0600004196167","9.19999980926514","9.32999992370605","9.61999988555908","9.5600004196167","9.60999965667725","9.67000007629395","9.75","9.8100004196167","9.81999969482422","9.77000045776367","9.84000015258789","10.1000003814697","9.97999954223633","10.3800001144409","10.5699996948242","10.9300003051758","10.9200000762939","10.9700002670288","10.6499996185303","10.3000001907349","10.0699996948242","9.89999961853027","9.72999954223633","9.52999973297119","9.51000022888184","9.5","9.72000026702881","10.0200004577637","","",
"","AFW","Empleados de servicios, mujeres (% del empleo femenino)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.778704392334","31.0247757188298","31.2453213667665","31.5183094018613","31.9153049692972","32.4119692143448","32.9174025901788","33.5264670542695","34.0966075291541","34.711867892299","35.4950426269029","36.4386584278995","37.133285508837","37.874719028463","38.7345416766588","39.535800558391","40.522591295225","41.7609024781024","42.933520376365","44.2371957863095","45.3913564018114","46.4966060662828","47.4487270225458","48.5175201705768","49.6818226253039","50.3860236199509","51.0680332464723","51.7686047100772","52.4852340268646","","",
"Angola","AGO","Empleados de servicios, mujeres (% del empleo femenino)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.2299995422363","51.5","50.9900016784668","50.689998626709","51.3699989318848","51.9799995422363","52.7400016784668","53.7400016784668","53","53.2999992370605","54.0800018310547","54.2200012207031","54.189998626709","53.9300003051758","52.2299995422363","50.6500015258789","49.1599998474121","47.5099983215332","45.9700012207031","43.3699989318848","40.8800010681152","40.4799995422363","40.4900016784668","40.7799987792969","41.189998626709","41.4799995422363","41.8400001525879","42","42.2999992370605","","",
"Albania","ALB","Empleados de servicios, mujeres (% del empleo femenino)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.0799999237061","28.0400009155273","28.5200004577637","29.0400009155273","29.6299991607666","28.4300003051758","28.0699996948242","28.4899997711182","28.7299995422363","29.3999996185303","30.0100002288818","30.7800006866455","31.6599998474121","32.1699981689453","32.5699996948242","33.2700004577637","33.8600006103516","34.2599983215332","32.5200004577637","36.2700004577637","34.2099990844727","32.439998626709","36.5900001525879","38.3699989318848","38.2900009155273","39.9300003051758","42.4500007629395","42.060001373291","42.060001373291","","",
"Andorra","AND","Empleados de servicios, mujeres (% del empleo femenino)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"El mundo árabe","ARB","Empleados de servicios, mujeres (% del empleo femenino)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.2668492770851","39.1122955908886","41.5939014381612","41.6073721847652","43.2370062589219","44.119733743944","45.0631158564841","46.6767226120952","47.7686059898249","46.6139226862891","48.7238477446774","50.5042608824855","50.0935252960506","49.2792265280888","50.343803060986","51.8831018221064","51.5669026498539","52.9155786994829","53.8152746075571","55.5011072686502","56.8457613563184","58.9233460244378","58.2879517522909","58.7364817731737","60.1887469583285","61.1066851275775","61.3945122841472","65.1016729564094","66.2010527255168","","",
"Emiratos Árabes Unidos","ARE","Empleados de servicios, mujeres (% del empleo femenino)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.5599975585938","85.6999969482422","85.8600006103516","85.9899978637695","86.1600036621094","86.1999969482422","86.1500015258789","86.1900024414063","86.2699966430664","86.2900009155273","87.2300033569336","88.129997253418","88.9100036621094","89.6500015258789","90.379997253418","90.9599990844727","91.5500030517578","92.0699996948242","92.5500030517578","92.9800033569336","93.3000030517578","93.5500030517578","93.7200012207031","93.8499984741211","93.9300003051758","94.0899963378906","94.3099975585938","94.4599990844727","94.5699996948242","","",
"Argentina","ARG","Empleados de servicios, mujeres (% del empleo femenino)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.8600006103516","80.5699996948242","83.4000015258789","85.129997253418","84.5400009155273","87.2200012207031","88.0500030517578","88.9700012207031","88.9000015258789","89.4100036621094","89.2399978637695","90.0899963378906","87.7900009155273","88.1699981689453","88.5999984741211","88.8300018310547","89.0999984741211","89.4100036621094","89.9199981689453","90.1699981689453","89.6900024414063","90.1900024414063","90.7900009155273","91.4499969482422","91.2699966430664","91.0899963378906","90.8199996948242","90.8099975585938","90.7699966430664","","",
